id,title,review,score,sentiment
17998757,특별시민,"['아수라', '2냐?', '이것도', '이재명', '주연이', '다음', '주', '운전에', '주변', '사람', '살인', '으로', '위장하고', '뭐', '대단하다', '이', '배우']",10.0,
17998756,폭격,"['이런', '비극이', '없도록', '전쟁은', '일어나', '면', '안', '되는', '데', '..', '현재', '고통받는', '우크라이나', '가', '생각', '나에요..']",10.0,
17998755,킬러스,"['주연들은', '매력적이다', ',', '이런', '영화', '특징', '답게', '스토리', '나', '개연성은', '크게', '보지', '마시고', '단순히', '재미로', '킬링타임하고', '싶으시다면', '보시는', '거', '추천']",7.0,
17998754,비열한 거리,"['조인성', '연기', '커리어', '의', '정점이다..', '다리도', '길어', '서', '액션', '씬이', '더', '세련되', '보인다', '.', '초반', '분위기는', '느와르', '영화', '치곤', '좀', '가벼워', '보일수', '있으나', '중간', '중간', '민호의', '내면이', '보이면서', '분위기', '도', '점점', '고조되고', '마지막까지', '눈을', '뗄수', '없었다', '.']",9.0,
17998753,장고:분노의 추적자,"['타란티노', '스타일', '의', '정통', '쾌남', '무미']",10.0,
17998752,돼지의 왕,"['집단', '안에', '계급사회가', '형성된다', '.', '따돌림을', '경험', '해', '보았다면', '공감', '되는', '감정이', '들이', '많을', '듯.', '스토리', '는', '탄탄하', '다.', '작가', '가', '경험한', '거', '마냥', '잘', '씀.']",6.0,
17998751,레지던트 이블: 라쿤시티,"['나의', '질', '발렌타인을', '돌려', '줘', 'ㅠㅠ']",1.0,
17998746,밤쉘: 세상을 바꾼 폭탄선언,"['ㅅㅅ에', '미친', '고추들은', '찔리고', '낯', '뜨거울', '영화', '.', '일부', '고추들은', '이', '영화', '가', '끔찍', '이', '싫을', '듯.', '영화', '추천해', '준', '사랑', '스런', '내', '남자', '친구', '고마워요', '.']",10.0,
17998744,워크래프트: 전쟁의 서막,"['너무', '빨리', '나왔어서', '망한', '영화', '...3년만', '늦게', '나왔어도', '흥행', '했을', '텐데', 'ㅜ']",10.0,
17998743,핵소 고지,"['개띵작.데스몬드', '도스', '전장에서', '가장', '약할', '줄', '알았던', '그가', '가장', '강한', '사나이였음']",10.0,
17998742,세상끝의 사랑,"['지금', '까지', '의', '작품', '을', '보니..', '이런', '망작이', '나올', '법함.', '자극의', '연속으로', '할', '수', '있는', '건', '없음.', '유치함.', '이런', '문장들처럼', '유치해요.', '죄송합니다', '.', '다시', '수정하러', '왔는데', 'ㅋㅋ이거', '뭐지?', '흠..', '그냥', '버리', '는', '게', '있고', '재활용이', '되는', '게', '있습니다', '.', '혼자', '만의', '상상과', '자위는', '알려', '주지', '마세요.']",1.0,
17998741,티탄,"['강렬한', '몰입감', '과', '파격적', '이고', '신선한', '소재.', '오랜만에', '대작을', '관람했다', '.']",10.0,
17998740,디지몬 어드벤처 라스트 에볼루션 : 인연,"['안녕', '디지', '몬', '네', '꿈을', '꾸면서', '잠이', '들래', '~', '안녕', '디지', '몬', '친구', '들', '모두', '안녕', '~', '안녕', '디지', '몬', '너와', '함께', '하고', '싶어', '~', '안녕', '디지', '몬', '난', '너를', '찾아', '갈래', '~']",10.0,
17998739,더 배트맨,"['탐정물이라', '더', '좋았음', '매력', '굿']",9.0,
17998738,문폴,"['그래도', '재난영화', '명맥을', '잇는', '중;ㅣ;']",7.0,
17998736,더 배트맨,"['이제', '곧', '끝나', '겠지', '했는데', '2시간이', '더', '남아', '있', '었다...']",4.0,
17998735,아담스 패밀리 2,"['아담스', '패밀리', '너무', '좋아', '!']",10.0,
17998733,박하사탕,"['어떤', '선택을', '하든', '후회가', '따른', '다.', '다시', '돌아', '간들', '삶이', '아름다', '울수만은', '없다.내', '삶을', '되돌아보는', '영화', '였다.', '명작']",10.0,
17998732,스펜서,"['샤넬에서', '의상', '협찬', '작정하고', '해줬네ㅋㅋ']",8.0,
17998731,글래스,"['완결편이라', '길래', '기대하면서', '봤는데', '..', '너무', '재미없고', '지루해서', '끝까지', '보기가', '힘들', '었다.', '결말만', '궁금', '해서', '2배', '속으로', '봤는데', '도', '시간', '낭비', '한', '것', '같다', '.', '결말도', '그닥..', '1,', '2편', '안', '봤으면', '안', '봤을', '것', '같은', '쓰레기', '영화', '!!!', '샤말란이', '거의', '20', '년', '동안', '묵은', '똥을', '거하게', '쌌네ㅉㅉ']",2.0,
17998730,드라이브 마이 카,"['3시간이', '절대', '로', '길지', '않게', '느껴지는', '잔잔', '함', '속에', '파도가', '이는', '영화']",7.0,
17998729,더 배트맨,"['이전', '배트맨', '시리즈', '와', '다른', '느낌']",5.0,
17998728,문폴,"['Made', 'in', 'China']",2.0,
17998727,맥베스의 비극,"['뛰어', '난', '연기', '력이', '가미된', '흑백', '연극', '한편']",6.0,
17998726,원더,"['옮음과', '친절함', '중', '하나', '를', '고르라면', '친절함', '을', '고르겠노라~~~몰입도', '높고', '감동적이', '며', '나를', '돌아', '보게', '되는', '영화', '였음']",10.0,
17998725,러브 어페어,"['오래', '전', '이', '영화를', '봤었는데', '지금', '다시', '보니', '더', '좋은', '거', '같다', '.', '행복', '이', '무엇인지', '다시', '한', '번', '생각', '하게', '해주는', '거', '같다', '.', '다시', '보고', '다시', '봐도', '너무', '좋다']",10.0,
17998724,클로버필드 패러독스,"['여윽시', '클로버필드는', '너무', '잘', '만든', '영화', '다!', '시리즈', '3편다', '완성도', '있고', '재밋어', '너무', '너무~', '또', '나왓', '음', '좋겟다', '시리즈', 'ㅠㅠ']",10.0,
17998723,백악관 최후의 날,"['용산', '으로', '청와대', '옮기', '면', '우리', '가', '저런', '꼴', '날지도', '모른다']",10.0,
17998722,넘버 3,"['이때', '보았던', '무명의', '송강호', '의', '연기를', '지금', '도', '잊을', '수가', '없다']",7.0,
17998721,창,"['또', '보고시픈', '데', '어디서', '보나요??']",10.0,
17998719,355,"['남사친이', '죽을', '걸', '영화', '시작', '8분대', '이전에', '알아', '차렸으면', 'IQ', '120', '이상,', '9분이', '지나', '눈치', '챘으면', '11', '0', '이하.']",8.0,
17998718,더 배트맨,"['정치', '와', '사회를', '엮은', '치밀한', '시나리오', '와', '히어로', '물에', '현실', '감을', '중간에', '살짝', '섞는', '것은', '좋았으나', '감동은', '잘', '모르겠다', '.', '사실상', '배트맨이', '워낙', '오래된', '소재라', '원작', '만화의', '느낌을', '살리는', '것은', '이게', '최선인', '거', '같긴', '하지만', '뭔가', '아쉬웠다', '...인상', '깊었던', '점은', '팔코네라는', '캐릭터', '가', '매력적이', '었다는', '점,', '펭귄', '추격전', '남성', '미', '넘치는', '마지막', '씬은', '살짝', '올드하다고', '느낄', '수', '있지만', '올드한', '씬에서', '나오는', '간지를', '잘', '보여줬다', '...', '넘', '기대를', '많이', '해서', '그런', '가', '나이', '먹어서', '히어로', '물이', '아예', '안', '와', '닿는', '건가...놀란의', '배트맨을', '개인적으로', '별로', '좋아하', '지', '않아서', '기대를', '하고', '갔는데', '...', '인물간의', '인간적인', '갈등을', '보여주는', '데는', '성공했지만', '해결을', '제시하', '지', '않을', '거면', '더', '브루탈하고', '더', '현실', '감을', '섞어', '서', '아예', '새로운', '느낌을', '제시했', '으면', '하는', '아쉬움이', '남는다', '..그러면', '대중적으로는', '외면받았을', '수도', '있지만', '...수작은', '그래도', '수작이다.', '아', '조명', '없이', '총쏠', '때만', '반짝반짝하는', '씬도', '연출', '이', '좋았다']",7.0,
17998716,스파이더맨: 노 웨이 홈,"['이야기', '가', '감동적인', '액션']",8.0,
17998715,맨 인 더 다크 2 ,"['감독', '과', '연출', '의', '힘.', '같은', '등장인물', '이나', '다른', '구성', '에', '이', '질감이', '없다', '.']",10.0,
17998714,레드 닷,"['인과응보', '자업자득.', '뿌린자', '거두리라.']",7.0,
17998713,문폴,"['짱깨', '좀', '꺼졌', '으면', ';', '중국', '자본', '아니', '면', '영화', '를', '못', '만듬?', ';']",1.0,
17998712,레이니 데이 인 뉴욕,"['여주가', '마지막', '에', '남주', '보고', '이해가', '안', '간다고', '합니다', '저도', '무슨', '영화', '인지', '이해가', '안', '가네요']",1.0,
17998711,황제를 위하여,"['글쎄요', '나에게', '는', '별루라', '생각', '은들지만', '많은', '관람을', '바랍니다']",2.0,
17998710,문폴,"['말도', '안', '되는', 'OOO기', '중국', '영화', '~', '아이', '맥스로', '봤는데', '시간', ',', '돈', '아까움']",2.0,
17998709,스파이더맨 3,"['다이나믹', '한', '3편.', '킬링타임용으론', '좋음.', '근데', '토비', '연기', '왜', '케', '못하', '지..', '스파이더맨', '중', '제일', '못하', '는', '듯.', '감독', '빨이다']",6.0,
17998708,폭스캐처,"['나는', '항상', '예술영화', '와', '상업영화', '사이를', '즐기는', '일반', '대중', '관객이라', '좋은', '작품', '을', '고르는', '데', '있어서', '고민을', '많이', '하는', '데,', '이', '영화', '는', '그', '경계의', '마지', '노선인', '것', '같다', '.']",8.0,
17998707,암살,"['플롯의', '배치', '가', '정교하고,', '그로', '인해', '인물들이', '많이', '나왔음에도', '이해가', '전혀', '어렵지', '않았', '으며,', '주제', '의식', '또한', '강렬하게', '남았음.', '중간에', '나오는', '액션', '씬도', '볼거리', '로', '충분', '.', '든든한', '국밥', '1인', '상차림', '같은', '영화', '.']",9.0,
17998706,아메리칸 스나이퍼,"['진정한', '승자도,', '영원한', '패자도', '없는', '전쟁의', '공허함을', '건조하고', '사실적으로', '보여준다']",7.0,
17998705,더 배트맨,"['우선', '빌런의', '매력이', '전혀', '없어서', '배트맨의', '행보가', '전혀', '궁금', '하지', '않고', ',', '3시간', '내내', '어둡고', '정적인', '분위기', '가', '왜', '필요', '한', '지도', '모르겠', '고,', '그나마', '몰입', '되다가도', 'ost가', '분위기', '망쳐버리고,', '캣우먼이', '키스', '할', '때는', '결국', '욕하', '면서', '박차고', '나갈', '뻔.']",4.0,
17998703,더 배트맨,"['ilch****', '>>', '이', '분', '뭘', '보고', '하시는', '말인진', '모르겠지만', '..', '배트맨이', '초보이고', '서투른', '시절을', '다루니', '당연히', '그런', '거', '같은', '데…', '그리고', '오히려', '반대로', '난', '놀란', '감독', '배트맨이', '액션', '더', '별로', '였음..', '작품', '도', '갓띵이고', '다', '좋은', '데', '액션', '이', '어설', '퍼서', '더', '배트맨', '나오기', '전에', '닥나시리즈는', '오랫동안', '액션', '에', '대해', '선', '진짜', '불만이', '었는데', '이번', '께', '액션', '은', '솔직', '히', '좋았음.']",10.0,
17998702,범털2 : 쩐의 전쟁,"['스토리', '가', '점점', '산으로', '가는', '데', '그게', '또', '재밌다']",10.0,
17998701,파인딩 포레스터,"['클레어', '데인즈가', '아니었다', '니', '/', 'EBS에', '15세로', '뜨던', '데', '12', '세가', '봐도', 'ok', '/', '70', '노인임에도', '멋있는', '숀코네리']",8.0,
17998700,스파이더맨: 노 웨이 홈,"['내가', '나이가', '먹었나...', '왜', '나만', '재미가', '없지?', '스파이더맨', '다수', '나올', '때', '껐는데..아..']",4.0,
17998699,데쓰 프루프,"['나는', '초반부터', '존', '2나', '재밌던', '데', 'ㅋㅋ', '타란티노님', '존경', '합니다.']",10.0,
17998698,너의 이름은.,"['애니메이션', '으로', '본', '영화', '중', '단연', '최고', '다.']",10.0,
17998697,노무현입니다,"['보고', '싶습니다.', '보고', '싶습니다....']",10.0,
17998696,6년째 연애중,"['어릴', '때부터', '7년', '만난', '여자친구', '에게', '차였었던', '그때의', '기억이', '나더라구요.', '후회해도', '보고', '싶어져도', '그냥', '사는', '거죠', '뭐.', '그', '친구는', '너무', '잘', '지내고', '있는', '것', '같아', '가끔은', '얄밉네요.', '그', '친구가', '미운거랑', '싫은', '거랑', '다른', '거라구', '저는', '미운거라고', '싫은', '게', '아니라', '뭐', '그런', '말을', '했었는데', ',,,', '나도', '너', '안', '싫어', '밉다']",8.0,
17998695,쓰리 빌보드,"['와', '재밌다', '끝날', '때까지', '긴장감을', '놓칠', '수', '없다']",10.0,
17998694,흉폭,"['B급', '영화', '중', 'A+그러나', '절대', 'A급은', '될', '수', '없는...']",10.0,
17998693,카메라를 멈추면 안 돼!,"['진부함.', '예전', '코미디', '빅리그', '졸탄', '이', '주구장창', '우려', '먹던', '코미디', '의', '영화', '버전.']",6.0,
17998692,파인딩 포레스터,"['20', '년', '전에', '저런', '교육', '시스템을', '운영', '하고', '있었다는', '것에', '놀라', '움.', '선생과', '학생', '의', '관계', '가', '일방적', '이지', '않다는', '점,', '학생', '의', '재능을', '주도적으로', '표현', '하게', '하는', '수업방식도', '좋다', '.', '내킨', '고등학교', '때', '방황하고', '반항하던', '그', '시절이', '아깝다.']",9.0,
17998691,내겐 너무 아찔한 그녀,"['90년대', '말', '20', '00년대', '중반', '특유의', '로맨틱', '코미디', '물', '중', '하나', '.', '비슷한', '클리셰를', '가지면서도', '저마다', '개성', '있는', '에피소드', '로', '진행', '되는', '작품', '들이', '많아', '재밌었는데,', '요즘은', '이런', '소소한', '작품', '들이', '줄어', '아쉬울', '따름.']",9.0,
17998690,문폴,"['영상', '미는', '오졌다!!!!']",7.0,
17998689,신의 한 수: 귀수편,"['간단하게', '전편보다', '스토리', ',', '연기,', '연출', '다', '미흡함', '그나마', '건질만', '한', '건', '무당', '역']",5.0,
17998688,킹메이커,"['대사의', '상투성과', '연출', '의', '진부함으로', '몰입', '이', '되지', '않는다', '.']",2.0,
17998687,파인딩 포레스터,"['자극적', '내용', '없이', '도', '러닝타임', '내내', '몰입', '시키고', '감동을', '주는', '영화', '.숀', '코넬리', '그립네요.']",10.0,
17998686,파인딩 포레스터,"['숀코네리ㅠㅠ', '멋져요b']",9.0,
17998685,파인딩 포레스터,"['오랜만에', '자리에서', '감상에', '빠지게', '하는', '작품', '이어서', '기분', '좋은', '시간이', '었습니다.']",10.0,
17998684,고령화 가족,"['재밌게', '보다가', '마지막', '에', '뜬금없', '이', '펼쳐', '지는', '조폭', '느와르']",6.0,
17998683,파인딩 포레스터,"['좋은', '스승,', '그리고', '좋은', '친구', '를', '만날', '수', '있던', '시간']",9.0,
17998682,이상한 나라의 수학자,"['와', '진짜', '연기', '가', '지립니다']",10.0,
17998681,애덤 프로젝트,"['아들', '하고', '같이', '봐야', '겠다....', '아버지', '생각', '나네....']",10.0,
17998679,용과 주근깨 공주,"['원작을', '사고', '싶을', '정도로', '마음을', '울리는', '영화', '였다.', '1시에', '보면', '3시쯤', '끝나', '는데', '세벽에', '봐야', '더', '감성적인', '영화', '이다.(2번이나', '울었어요-)', '마지막으로', '영상', '미,', 'ost,', '스토리,', '연기,', '연출들', '중', '어느', '하나', '빠지지', '않은', '영화', '였다.', '진짜', '울음..ㅠㅜ']",10.0,
17998678,파인딩 포레스터,"['공감', '..', '그', '단어가', '참', '어려운', '것을..']",10.0,
17998677,파인딩 포레스터,"['용기', '내어', '화해', '하는', '법', '어린', '마음', '에', '저지른', '일에', '대한', '책임', '을', '회피하지', '않는', '것', '(사과문은', '나도', '싫어', 'ㅎㅎ)형용할', '수', '없는', '마음', '과', '배움을', '얻었다', '.여러', '번', '다시', '봐야', '지']",10.0,
17998676,파인딩 포레스터,"['잔잔하', '니', '좋네요..멍하니', '계속', '보게', '되요']",10.0,
17998675,퓨리,"['전쟁에', '포인트', '를', '맞추기', '보다는', '군인들', '에', '포인트', '를', '맞춰', '서', '이야기를', '풀어', '나가는', '점이', '좋았던', '거', '같아요', '!', '또', '다른', '영화들과', '다르게', '총들고', '싸우는', '게', '아니라', '전차,', '탱크를', '중점으로', '싸우는', '게', '새로', '워서', '좋았네요']",9.0,
17998674,건파우더 밀크셰이크,"[""'스타일리쉬하다'라는"", '말을', '어지간히도', '듣고', '싶었', '던지,', '형형색색', '에', '톤도', '다양한', '화면으로', '가득', '채워놨는데,', '안타깝게도', ""'색상"", ""예쁘네'"", '이상의', '느낌', '은', '들지', '않는다', '.', '액션', '도', '마찬가지', '.', '자꾸', '<존', '윅>이랑', '비교하는', '데,', '비교', '불가', '수준', '.', '<존', '윅>', '시리즈', '중', '망작이라는', '3편', '<파라벨룸>', '정도', '가야', '좀', '비슷한', '정도', '?', '시작', '10', '분도', '안', '돼서', '페미니즘', '색채가', '짙은', '영화', '라는', '것도,', '좀', '더', '지나서는', '어지간히도', 'PC주의자들', '눈치를', '보는', '영화', '라는', '것도', '알았지만', ',', '잘만', '만들', '었으면', '그거야', '딱히', '마이너스', '가', '될', '요소가', '없지만', ',', '그', ""'잘"", '만드는', ""'"", '걸', '못', '해서', '문제', '.', '<존', '윅>의', '콘티넨탈', '호텔', '을', '본딴', '듯한', '식당', '도,', '양복점', '에서', '영향을', '받은', '듯한', '도서관', '도', '두세', '끗', '부족해', '보인다', '.', '<존', '윅>이라고', '세계', '관을', '잘', ""'설득'"", '시킨', '건', '아니지만', ',', '최소한', ""'있어"", '보이', ""게'"", '만들', '긴', '했는데', ',', '이', '영화', '는', '그것마저', '실패', '.', '도서관', '여인네들은', '대사가', '하나', '같이', '왜', '그', '모양인지.', '더욱', '이', '개인적으로', '가장', '하수', '중의', '하수라고', '보는', '게', ""'주제를"", '대사로', '뭉개', '는', ""거'인데,"", '이건', '마지막', '에', '가서', '그것까지', '해버리는', '바람에', '한숨이', '절로', '나왔다', '.', '마지막', '에', '그', ""'회사'라는"", '곳을', '설명', '하는', '주인공', '의', '대사는', '진짜', '그야말로', '최악.', ""'남자는"", '다', ""XX들이야!'라는"", '말을', '대사로', '줄줄', '읊어주는', '수준', '인데,', '거의', '<걸캅스>', '만큼이나', '고민', '없이', '만든', ""'여성"", '관객마저', '무시하는', '여성', '영화', ""'"", '같은', '느낌', '.', '그', '부분', '만', '통째로', '들어', '내도', '개인적으로', '별점', '반', '개는', '더', '높아지', '지', '않았', '을까', '싶은', '데...', '어쨌든', '캐릭터', '는', '뻔하', '거나', '흔하거나', '억지', '스럽거나,', '그냥', '별로', '지만,', '그래도', '배우', '들은', '하나', '같이', '매력적이', '라서', '그것만으로도', '킬링타임용으로는', '그럭저럭...']",4.0,
17998672,리얼,"['윤석렬과', '김건희를', '섞어', '만든', '그림을', '감상하', '는', '느낌', '의', '아주', '훌륭', '한', '영화', '였습니다']",1.0,
17998671,오직 그대만,"['최고', '다', '말이', '필요', '없다~~']",10.0,
17998670,강철비2: 정상회담,"['어', '이상실', '~만든', '자들의', '의도가', '명확한', '저질~미국', '대통령은', '핫바지', '취급,', '북한', '독재정권을', '우상화~']",2.0,
17998669,해적: 도깨비 깃발,"['너무', '재밌어요', '중후반부터', '빵빵', '터져요', '한효주', '다시', '봤어요', '매력이', '이렇게', '쩌는', '줄', '몰랐', '어요', '연기', '도', '저는', '좋았어요', '강', '하늘과의', '케미', '도', '굳굳!', '한효주', '앞으로', '이런', '캐릭', '또', '보고', '싶어요']",10.0,
17998667,미드소마,"['그래서', '니가', '말하고', '싶은', '게', '뭔데?']",6.0,
17998666,인민을 위해 복무하라,"['여배우', '연기', '무엇?', '몰입도를', '깨버리는', 'ㅡㅡ']",4.0,
17998665,침묵,"['최민식....', '대한민국', '의', '자존심']",10.0,
17998664,1917,"['블레이', '크의', '십자가', '를', '자신의', '것으로', '받아', '들인', '스콧필드..', '차갑게', '식어가던', '그의', '가슴', '속', '희미한', '불꽃이', '되살아나', '다..']",10.0,
17998662,스플릿,"['전형적인', '스토리', '와', '클리셰적', '연출을', '커버', '하는', '개성', '있는', '캐릭터', '들과', '연기', '의', '합!']",6.0,
17998661,미드나이트,"['보는', '내내', '의문에', '의문,', '스토리', '에', '맞추기', '위한', '작위적인', '연출', '들,', '보는', '내내', '왜', '저럴까?', '왜', '저러지?', '저런', '상황이', '가능', '해?', '결국', '결말', '안보', '고', '포기']",1.0,
17998659,8년을 뛰어넘은 신부,"['사랑', '이란', '무엇이', '든', '이겨내고', '고쳐낼', '수', '있다', '.']",10.0,
17998658,사바하,"['가끔', '쿨타임', '차면', '다시', '보는', '데', '볼', '때', '마다', '너무', '재밋음', '한국', '오컬트의', '대표', '작']",10.0,
17998657,타짜 전설의 땁,"['진짜', '살다', '살다', '이런', '영화', '처음', '볼', '분더러', '이런', '댓글조차', '첨', '남기네...', '진짜기가', '찬다진짜....']",2.0,
17998655,더 배트맨,"['차', '뒤집어', '진', '와중에', '걸어', '오는', '패터슨', '존', '잘....', '베트맨의', '정석.', '불과', '비와', '베트', '맨', '수트의', '삼박자', '미춋고']",10.0,
17998654,"나는 내일, 어제의 너와 만난다","['개인적인', '경험상', '일본', '멜로', '영화', '는', '스토리', '(소재)가', '매력적인', '반면', '(미리보기로', '보면', '엄청', '보고', '싶어지는?)', '막상', '보면', '허무한', '결말,', '완급', '조절의', '실패', '등으로', '망친', '영화', '가', '많다', '.하지만', '이', '영화', '는', '절대', '그렇지', '않다', '.', '물론', '남주가', '모든', '사실을', '알고', '여주와', '멀어지', '는', '5분', '정도의', '연출', '이', '지루한', '감이', '있는', '데', '이', '부분이', '나름', '중요', '하기도', '하고', '이후', '남주가', '깨우치는', '(코인세탁방)', '장면', '부터', '울음포인트가', '시작', '되기', '때문에', '잘', '참고', '보다', '보면', '가슴', '먹먹히', '몰려오는', '감동을', '느낄', '수', '있을', '것이다', '.단,', '판타지', '멜로이기', '때문에', '판타지', '요소의', '이해가', '안', '된다', '면', '감동은', '커녕', '이게', '무슨', '내용이', '지?', '하는', '딜레마', '에', '빠질', '수', '있으니', '이해가', '안', '되면', '되돌려', '보거나', '다시', '한', '번', '더', '볼', '것을', '권장한다.', '내', '기준에는', '판타지', '요소가', '심오하거나', '어렵게', '느껴지', '진', '않은', '것', '같지만', '그렇다고', '그냥', '멜로', '는', '아니', '니', '…', '평점에', '보여지는', '것처럼', '여성', '보다', '남성', '관람객', '의', '선호가', '높은', '것을', '내', '주변인들을', '봐도', '알', '수', '있으며', ',', '이것은', '여주가', '(외모적인', '부분이', '나', '이', '영화에', '정말', '잘', '맞은', '배우', ')', '한', '몫', '하지', '않았', '을까', '하는', '개인적인', '생각', '이', '있다', '.한국에서', '개봉', '했을', '때', '영화', '관에서', '두', '번', '보고', '이후', '가끔', '찐', '사랑을', '느끼고', '싶거나', '울고', '싶을', '때', '몇', '번', '더', '찾아', '서', '본', '것', '같다', '.아무튼', '볼', '때마다', '슬프고', ',', '여주가', '너무', '사랑스럽고', ',', '남주가', '안타깝', '고,', '영화', '가', '끝나면', '슬픔', '에', '빠져', '서', '긴', '여운을', '남기는', '그런', '영화', '가', '아닌가', '싶다', '.']",10.0,
17998653,인민을 위해 복무하라,"['이건', '순전히', '총체적으로', '감독', '탓.', '이', '시대,', '이', '배경에', '순백의', '미제', '스타일', '웨딩드레스', '와', '레이', '스', '속옷은', '무엇.', '나무로', '만든', '씽씽카', '무엇.', '이해안', '되는', '전개와', '대사.', '감독', '스스로', '도', '이해', '못하', '는', '걸', '배우', '들에게', '알아서', '느낌', '살리라며', '하드케리', '강요했을', '촬영', '현장', '이', '그려진다', '.']",2.0,
17998651,화이 : 괴물을 삼킨 아이,"['감정', '과잉,', '의욕', '과다,', '욕심', '과다.']",6.0,
