,word,label
14,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 365 326 122 170 596 77]",1
15,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 535 14 35 790 4 9
 216 359 14 195 598 58 30 719 6 759 790 1 42 1133 39 167 19]",0
16,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 612 2189 148]",0
17,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 738 738 275 1 2 2445
 1850 7 3 2190 3 690 58 3 162 37 1 91 126 1 71 348 333 1177 22]",1
18,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 829 41 9
 107 472 1 3 28 1352 10 41 9 8 853 5 315 59 635]",1
19,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 131 1134 230
 161 3721 3722 200 995 7 98 50 9 15 1 200 934 1 3146 5 21]",1
20,"[0 0 159 78 4 45 472 230 41 7 935 19 1219 1498 7 29 11 127 20 21 298 19
 152 1 3723 222 298 22 2446 24 89 241 9 18 108 281 12 1499 61 174 11 2 14
 11 28 501 1417 12 209 179]",0
21,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1037 1 101 3724 2 296 1 259 194 1220 465 5 6]",1
22,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1851 3147 854
 3148 81 906 1724 1851 3147 333 1851 1851 3147 2 48 1851 3147 249 1 1500
 1724]",1
23,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 2447 46 15 13 9 21 286 349]",1
24,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 121 177 185 3 502 85]",0
25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 277 268 54 12 5 18 15 77 11 5 6]",0
26,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 17]",1
27,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 473 510 636 775
 35 89 1078 1135 996 270 7 29 28 20 6 71 284 3149 3 5 6 182]",1
28,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1418 1852 2 37 5 108]",1
29,"[60 81 4 9 18 17 180 2 68 23 124 711 242 5 6 168 28 1725 23 425 198 4 9 18
 8 830 69 26 6 168 8 967 129 40 4 9 90 40 4 9 26 417 3 435 1 1038 10 1501
 5 3150]",0
30,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2004 135 12 31 10 244 271 19 198 2191 3]",0
31,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 878 43 36 224 248 1 56]",0
32,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 590 1 217 2005 14 1 3725 2006 1039]",0
33,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 1502 2 364
 304 1502 19 1853 54 101 8 334 2 172 86 2192 10 14 3 5 21]",1
34,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2740 3 4 9 5 18 159 89 4 45 15 13 42 26 6
 456 97 89 299 34 10 37 42 26 6 89 4 2 89 4 114 17 13 6]",1
35,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2448 65 2449 17 39 47 1
 3 6 224 1178 35 1040 8 11 2 322 548 760 21 13 54 6 224 148]",1
36,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 238 654 3151 38 826 1 1419 249 339 8 80 35]",1
37,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 4 9 15 1 525 3726 16 159 8 613 29 20 6]",0
38,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 4 2 65 161 73 4 791]",1
39,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77
 256 408 7 3 292 878 5 90 92 12 2450 1221 5 90 997]",1
40,"[211 936 5 1225 2451 12 31 42 38 15 1226 15 1606 1222 23 1856 907 1 56
 2451 5 90 503 77 6 215 38 3153 166 9 29 8 11 488 121 177 488 6 1857 100
 712 1421 7 28 193 8 51 13 9 6]",0
41,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 96 172 1 57]",1
42,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 64 51 516 26 1136 163 558 3728 20 6]",1
43,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3729 1227 1 2742 3154]",0
44,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 376 638 1858 5 90 206 549 38 3 146 2194]",0
45,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 374 104
 77 37 4 2 149 40 118 418 24 8 3 97 149 40 118 27]",0
46,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1503 84 2452 46 34 76 465 582 24]",0
47,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 62 8 196 32 206 3 1504 4 9 18 192 153 19]",0
48,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3730 2743 1 129 136 7 199 123
 238 1 13 21 59 969 16 1137 105 12 218 15 36 85 407 105 58 64 937 6]",0
49,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 740 1228 3 2007 3 691
 478 1505 1726 409 46 13 78 1853 18 11 23 777 110 18 3 2744 1 26 6]",1
50,"[0 0 0 0 0 0 0 0 0 0 0 0 0 1609 2745 479 2 908 368 110 41 9 1229 149 377
 495 12 31 9 569 570 1291 1037 10 77 9 21 155 41 57 193 8 793 1610 92 2746
 1 1224 26 3]",1
51,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 668
 1 3731 8 1292 1 8 20 347 3732 19 2 1230 211 35]",0
52,"[0 0 0 0 0 0 265 7 447 286 377 20 23 43 36 377 998 12 31 2 181 226 2 2747
 1 187 350 1 794 80 54 2 761 101 14 112 8 187 1231 174 2 1080 1611 7 1727
 81 2 412 7 332]",0
53,"[45 1728 215 1 42 26 214 164 2 2008 436 1 64 43 36 57 15 189 5 21 78 8 880
 1134 2 6 13 214 57 700 23 15 43 36 41 32 115 224 57 157 318 44 5 18 1041
 57 354 13 9 21]",1
54,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 30 758 654 18 10 25 6]",1
55,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
 369 229 1042 591 4 114 1506 150 8 426 2748 366 66]",1
56,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 293 446
 280 5 28 88 20 12 218 15 1 41 7 496 5 18 50]",0
57,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 343 971 25 591 108 365 326 122 170 83 1612 24]",1
58,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 856 4 1 3 85 1613 55 413]",1
59,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 4 2 48 4 2 48]",1
60,"[639 260 614 84 636 158 4 2 48 12 158 61 144 316 141 333 17 39 1614 2 11
 26 1179 27 333 2195 1 2453 690 2453 42 46 2195 1 42 106 690 46 141 406 62
 5 5 18 114 720 40 690 2195 6]",1
61,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 25 6 268 7 305 1729 7 29 20 6]",1
62,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 237 3 85 457 237 14 7 29 20]",1
63,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 701 19
 115 517 2749 2009 576 365 1 3735 1353 3156 15 1 517 3 1354]",0
64,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 826 1 1180 3736 2 11 5 147 2454 577
 599 12 31 147 74 577 2455 207 10 2750 972 8 13 6 1 2196 3157 2 15 1 400
 153 6]",1
65,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 669 62 669 655 550 2751 517 225 85 615
 1 1507 287 81 8 2010 11 2197 795 14 78 76 25 5 18 410 1615 1 78 98 109 7
 3158]",1
66,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 137 1508 5 6]",0
67,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3737 10
 2198 52 30 16 51 6 2752 19 761 3159 7 28 69 127 3738 427]",0
68,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 178 311 51 701 19 101 14 12 31 6]",0
69,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 721 79
 100 8 419 123 181 101 294 2 67 37 3 2748 366 66 722 27]",1
70,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2748 366 66 148 355 22]",1
71,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 194 1000 385 360 10 78 23 394 13 5]",1
72,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 25 10 4 112 104 2011 1616 2199 689 364]",0
73,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 13 2012 164 2 13 333 518 7 29 11 15 1]",1
74,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 44 16 778 24]",1
75,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 466 2 4 2753 656 441]",1
76,"[0 0 0 0 0 323 2 48 93 138 1081 3 5 6 65 4 38 65 1082 268 18 229 2456 4 15
 219 1355 1 3 6 156 163 208 5 22 104 137 30 16 51 85 360 12 31 3 5 6 44
 3160 1859]",1
77,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 359 1422 495 1]",1
78,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1001 71 935 370 1 138 1860 1 157 1 1861
 2013 12 31 3739 511 8 690 235 7 29 20 138 33 19 1293 5 6 571 156 89 4
 1617]",1
79,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 271 45 13 27 3740 45 227 4 10 14 22]",1
80,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 347 440 1083 32 52 1509 440 1083 23 96
 401 412 74 13 9 15 1 42 26 117 3 248 10 712 2 692 46 3161 692 73 13 9 27]",1
81,"[1043 616 3 26 56 183 28 143 3166 234 189 74 546 131 15 334 12 12 31 9 236
 48 214 171 220 489 1233 489 319 126 489 61 272 12 28 121 177 33 2461 588
 536 388 28 8 136 7 199 123 238 762]",0
82,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 3745 1222 47 1 1618 385 56 395 300 1 3 5]",0
83,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 55 6 62 1181 6]",1
84,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1866 47 1 938 3746 1 2201 617 672 2464 528 1424 857 3167]",0
85,"[0 0 0 0 0 0 0 0 0 17 25 22 2017 3168 832 22 69 257 37 89 4 9 22 286 152
 10 763 98 80 9 22 16 8 13 9 22 432 529 10 1510 3747 69 257 37 428 2202 4
 2 48 22]",1
86,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 45 266 2 48 160 161]",0
87,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 375 16 101 7 638 174 640]",0
88,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 70 72 75 592 3748]",1
89,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3169 3749
 166 598 1 3170 2449 3750 10 75 3171 490 1 273 198 3172 1 6]",1
90,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 882
 1 30 95 7 66 1138 151 51 1867 2010 11 171 16 1868]",0
91,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 181 1356 1356 30 1083
 32 197 1 1511 1 51 4 181 797 203 797 12 797 1 351 756 168 40 278 1357]",0
92,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 91 833 510 910 71 2 3173 71 7 29 11 6]",1
93,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1179
 798 7 123 89 4 18 4 7 429 17 322 548 21 261 3174]",1
94,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 144 6 144
 6 3 130 4 7 92 3751 858 474 1044 491 44 1512 312 35 44]",0
95,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 312 12 1 2018 3752 1619 3753 265 411 911 2203 288 1234]",1
96,"[450 1179 913 1 91 133 2 48 489 208 2 48 156 15 381 63 4 1 26 6 1622 4 7
 429 262 2 374 17 91 126 2 77 973 420 2 3 268 38 914 360 23 135 1 330 491
 406 3 103 48 6]",1
97,"[0 0 0 0 0 0 0 0 0 0 0 0 0 127 2020 64 2465 344 306 596 1869 47 1 335 149
 40 14 132 178 64 859 8 149 105 408 33 50 63 56 527 3755 1426 10 66 2021 5
 860 3176 1623 35]",0
98,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 195 2758 1513 2758]",0
99,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2759 10
 3756 1 8 2 11 8 2 3757 10 268 18 121 177 204 378]",0
100,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 17 25 10 39 4 9 22 276
 2760 8 16 176 374 134 16 17 176 22 546 115 274 59 262 32 8 764 148]",1
101,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 421 203 4 1359 1514 5 15 1 3 4 2 48
 15 1 537 4 63 190 5 2 138 421 190 5 6 71 2761 1292 1 672 1515]",1
102,"[3 1516 3758 7 425 2207 10 41 3 1516 2466 7 1870 3759 602 10 41 3 62 628 3
 1856 40 47 915 6 3177 23 2208 1139 314 2 23 800 3758 800 1516 2466 7 1870
 288 800 283 293 801 1517 140 369 2762 6]",0
103,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2763 974 861]",1
104,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 417 3 671 32 8 153 1]",0
105,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 111 11 20 1624]",1
106,"[0 43 36 550 340 1 1855 39 2 688 502 23 382 3 270 1 488 41 1 58 131 1 151
 209 336 1236 8 76 2 1002 151 1 76 214 1414 43 36 641 2 3178 1 596 46 1140
 4 38 702 765 7 58]",1
107,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 84 229 3 4 7
 20 6 1733 169 38 40 4 42 162 906 3760 7 93 1871 19]",0
108,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 655 14 3179 802 15 642 1428 3180 4
 2 13 12 31 216 278 299 15 4 3181 881 283 86 1518 1 579 2467 389 58 93 244
 58]",1
109,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1429
 518 1 382 673 67 3182 3761 26 3 5 27 138 320 228 27]",1
110,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 44 60 997 337 272 84 30 8 1734 202 66 1734 19]",0
111,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 124 803 711 940 5 6 3183 800 3 2764 7]",0
112,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1625 5 1430
 579 8 146 1182 701 2 975 1 57 62 8 196 96 33 579 16]",0
113,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1141 1 16 39 4 9]",1
114,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 343 66 335
 337 161 361 48 5 18 108 1045 366 2209 75 883 39 4 2 118 24]",1
115,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 4 114 87 27]",1
116,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 511 2022 26 3 1626 26]",0
117,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 443 99
 448 550 1 56 1183 2 1627 1 195 318 502 37 1519 1520 6 78]",1
118,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 141]",0
119,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 8 916 2210 243 2211 1628 413]",1
120,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 376
 638 976 37 339 917 402 39 2212 14 1 42 19 435 1]",0
121,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 194 273 69 600 2468 3
 4 9 27 33 16 86 30 79 62 184 50 7 26 27 17 39 4 9 22]",1
122,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1084 2469 12 2469 80 8 11 6]",1
123,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 518 7 53 139 518 35]",1
124,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 94 2470 825 5 27]",0
125,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 758 118 1237 3]",1
