,id,title,review,score,sentiment
44,17998714,레드 닷,인과응보 자업자득 뿌린자 거두리라,7.0,0
45,17998713,문폴,짱깨 좀 꺼졌으면 중국자본 아니면 영화를 못만듬,1.0,0
46,17998712,레이니 데이 인 뉴욕,여주가 마지막에 남주 보고 이해가 안 간다고 합니다 저도 무슨 영화인지 이해가 안 가네요,1.0,0
47,17998711,황제를 위하여,글쎄요 나에게는 별루라 생각은들지만 많은 관람을 바랍니다,2.0,0
48,17998710,문폴,말도 안되는 기 중국 영화 아이맥스로 봤는데 시간 돈아까움,2.0,0
49,17998709,스파이더맨 3,다이나믹한 편 킬링타임용으론 좋음 근데 토비 연기 왜케 못하지 스파이더맨중 제일 못하는듯 감독빨이다,6.0,0
50,17998708,폭스캐처,나는 항상 예술영화와 상업영화 사이를 즐기는 일반 대중 관객이라 좋은 작품을 고르는데 있어서 고민을 많이 하는데 이 영화는 그 경계의 마지노선인 것 같다,8.0,1
51,17998707,암살,플롯의 배치가 정교하고 그로인해 인물들이 많이 나왔음에도 이해가 전혀 어렵지 않았으며 주제 의식 또한 강렬하게 남았음 중간에 나오는 액션씬도 볼거리로 충분 든든한 국밥 인상차림 같은 영화,9.0,1
52,17998706,아메리칸 스나이퍼,진정한 승자도 영원한 패자도 없는 전쟁의 공허함을 건조하고 사실적으로 보여준다,7.0,0
53,17998705,더 배트맨,우선 빌런의 매력이 전혀 없어서 배트맨의 행보가 전혀 궁금하지 않고 시간 내내 어둡고 정적인 분위기가 왜 필요한 지도 모르겠고 그나마 몰입되다가도 가 분위기 망쳐버리고 캣우먼이 키스할때는 결국 욕하면서 박차고 나갈 뻔,4.0,0
54,17998703,더 배트맨,이분 뭘 보고 하시는 말인진 모르겠지만 배트맨이 초보이고 서투른 시절을 다루니 당연히 그런거 같은데 그리고 오히려 반대로 난 놀란감독 배트맨이 액션 더 별로였음 작품도 갓띵이고 다 좋은데 액션이 어설퍼서 더배트맨 나오기전에 닥나시리즈는 오랫동안 액션에 대해선 진짜 불만이었는데 이번께 액션은 솔직히 좋았음,10.0,1
55,17998702,범털2 : 쩐의 전쟁,스토리가 점점 산으로 가는데 그게 또 재밌다,10.0,1
56,17998701,파인딩 포레스터,클레어 데인즈가 아니었다니  에 세로 뜨던데 세가 봐도    노인임에도 멋있는 숀코네리,8.0,1
57,17998700,스파이더맨: 노 웨이 홈,내가 나이가 먹었나 왜 나만 재미가 없지스파이더맨 다수 나올때 껐는데아,4.0,0
58,17998699,데쓰 프루프,나는 초반부터 존나재밌던데 ㅋㅋ 타란티노님 존경합니다,10.0,1
59,17998698,너의 이름은.,애니메이션으로 본 영화 중 단연 최고다,10.0,1
60,17998697,노무현입니다,보고싶습니다 보고싶습니다,10.0,1
61,17998696,6년째 연애중,어릴때부터 년 만난 여자친구에게 차였었던 그때의 기억이 나더라구요 후회해도 보고싶어져도 그냥 사는거죠 뭐 그친구는 너무 잘지내고 있는 것 같아 가끔은 얄밉네요 그친구가 미운거랑 싫은거랑 다른거라구 저는 미운거라고 싫은게 아니라 뭐 그런 말을 했었는데 나도 너 안싫어 밉다,8.0,1
62,17998695,쓰리 빌보드,와 재밌다 끝날때까지 긴장감을 놓칠수없다,10.0,1
63,17998694,흉폭,급 영화중 그러나 절대 급은 될수없는,10.0,1
64,17998693,카메라를 멈추면 안 돼!,진부함 예전 코미디빅리그 졸탄이주구장창 우려먹던 코미디의 영화버전,6.0,0
65,17998692,파인딩 포레스터,년 전에 저런 교육시스템을 운영하고있었다는 것에 놀라움 선생과 학생의 관계가 일방적이지 않다는 점 학생의 재능을 주도적으로 표현하게 하는 수업방식도 좋다 내킨 고등학교때 방황하고 반항하던 그시절이 아깝다,9.0,1
66,17998691,내겐 너무 아찔한 그녀,년대말 년대 중반 특유의 로맨틱코미디물 중 하나 비슷한 클리셰를 가지면서도 저마다 개성있는 에피소드로 진행되는 작품들이 많아 재밌었는데 요즘은 이런 소소한 작품들이 줄어 아쉬울 따름,9.0,1
67,17998690,문폴,영상미는 오졌다,7.0,0
68,17998689,신의 한 수: 귀수편,간단하게 전편보다 스토리연기연출 다 미흡함 그나마 건질만 한건 무당 역,5.0,0
69,17998688,킹메이커,대사의 상투성과 연출의 진부함으로 몰입이 되지 않는다,2.0,0
70,17998687,파인딩 포레스터,자극적 내용 없이도 러닝타임 내내 몰입시키고 감동을 주는 영화숀 코넬리 그립네요,10.0,1
71,17998686,파인딩 포레스터,숀코네리ㅠㅠ멋져요,9.0,1
72,17998685,파인딩 포레스터,오랜만에 자리에서 감상에 빠지게 하는 작품이어서 기분좋은 시간이었습니다,10.0,1
73,17998684,고령화 가족,재밌게보다가 마지막에 뜬금없이 펼쳐지는 조폭 느와르,6.0,0
74,17998683,파인딩 포레스터,좋은 스승 그리고 좋은 친구를 만날 수 있던 시간,9.0,1
75,17998682,이상한 나라의 수학자,와 진짜 연기가 지립니다,10.0,1
76,17998681,애덤 프로젝트,아들하고 같이 봐야겠다 아버지 생각나네,10.0,1
77,17998679,용과 주근깨 공주,원작을 사고싶을 정도로 마음을 울리는 영화였다 시에 보면 시쯤 끝나는데 세벽에 봐야 더 감성적인 영화이다번이나 울었어요 마지막으로 영상미스토리연기연출들 중 어느하나 빠지지 않은 영화였다 진짜 울음ㅠㅜ,10.0,1
78,17998678,파인딩 포레스터,공감 그 단어가 참 어려운것을,10.0,1
79,17998677,파인딩 포레스터,용기내어 화해 하는 법어린 마음에 저지른 일에 대한 책임을 회피하지 않는 것 사과문은 나도 싫어 ㅎㅎ형용할 수 없는 마음과 배움을 얻었다여러번 다시 봐야지,10.0,1
80,17998676,파인딩 포레스터,잔잔하니 좋네요멍하니 계속 보게되요,10.0,1
81,17998675,퓨리,전쟁에 포인트를 맞추기보다는 군인들에 포인트를 맞춰서 이야기를 풀어나가는점이 좋았던거 같아요 또 다른영화들과 다르게 총들고 싸우는게 아니라 전차탱크를 중점으로 싸우는게 새로워서 좋았네요,9.0,1
82,17998674,건파우더 밀크셰이크,스타일리쉬하다라는 말을 어지간히도 듣고 싶었던지 형형색색에 톤도 다양한 화면으로 가득 채워놨는데 안타깝게도 색상 예쁘네 이상의 느낌은 들지 않는다 액션도 마찬가지 자꾸 존 윅이랑 비교하는데 비교 불가 수준 존 윅 시리즈 중 망작이라는 편 파라벨룸 정도 가야 좀 비슷한 정도 시작 분도 안 돼서 페미니즘 색채가 짙은 영화라는 것도 좀 더 지나서는 어지간히도 주의자들 눈치를 보는 영화라는 것도 알았지만 잘만 만들었으면 그거야 딱히 마이너스가 될 요소가 없지만 그 잘 만드는 걸 못 해서 문제 존 윅의 콘티넨탈 호텔을 본딴 듯한 식당도 양복점에서 영향을 받은 듯한 도서관도 두세 끗 부족해 보인다 존 윅이라고 세계관을 잘 설득시킨 건 아니지만 최소한 있어 보이게 만들긴 했는데 이 영화는 그것마저 실패 도서관 여인네들은 대사가 하나같이 왜 그 모양인지 더욱이 개인적으로 가장 하수 중의 하수라고 보는 게 주제를 대사로 뭉개는 거인데 이건 마지막에 가서 그것까지 해버리는 바람에 한숨이 절로 나왔다 마지막에 그 회사라는 곳을 설명하는 주인공의 대사는 진짜 그야말로 최악 남자는 다 들이야라는 말을 대사로 줄줄 읊어주는 수준인데 거의 걸캅스만큼이나 고민 없이 만든 여성 관객마저 무시하는 여성 영화 같은 느낌 그 부분만 통째로 들어내도 개인적으로 별점 반 개는 더 높아지지 않았을까 싶은데 어쨌든 캐릭터는 뻔하거나 흔하거나 억지스럽거나 그냥 별로지만 그래도 배우들은 하나같이 매력적이라서 그것만으로도 킬링타임용으로는 그럭저럭,4.0,0
83,17998672,리얼,윤석렬과 김건희를 섞어 만든 그림을 감상하는 느낌의 아주 훌륭한 영화였습니다,1.0,0
84,17998671,오직 그대만,최고다 말이필요없다,10.0,1
85,17998670,강철비2: 정상회담,어이상실 만든자들의 의도가 명확한 저질미국대통령은 핫바지 취급북한독재정권을 우상화,2.0,0
86,17998669,해적: 도깨비 깃발,너무 재밌어요 중후반부터 빵빵터져요 한효주   다시 봤어요 매력이 이렇게 쩌는줄 몰랐어요 연기도 저는 좋았어요 강하늘과의 케미도 굳굳 한효주 앞으로 이런캐릭 또 보고싶어요,10.0,1
87,17998667,미드소마,그래서 니가 말하고 싶은게 뭔데,6.0,0
88,17998666,인민을 위해 복무하라,여배우 연기무엇 몰입도를 깨버리는 ㅡㅡ,4.0,0
89,17998665,침묵,최민식   대한민국의자존심,10.0,1
90,17998664,1917,블레이크의 십자가를 자신의 것으로 받아 들인 스콧필드차갑게 식어가던 그의 가슴 속 희미한 불꽃이 되살아나다,10.0,1
91,17998662,스플릿,전형적인 스토리와 클리셰적 연출을 커버하는 개성있는 캐릭터들과 연기의 합,6.0,0
92,17998661,미드나이트,보는 내내 의문에 의문 스토리에 맞추기위한 작위적인 연출들 보는 내내 왜저럴까 왜저러지 저런상황이 가능해 결국 결말 안보고 포기,1.0,0
93,17998659,8년을 뛰어넘은 신부,사랑이란 무엇이든 이겨내고 고쳐낼 수 있다,10.0,1
94,17998658,사바하,가끔 쿨타임 차면 다시보는데 볼때마다 너무 재밋음 한국 오컬트의 대표작,10.0,1
95,17998657,타짜 전설의 땁,진짜살다살다 이런영화처음볼 분더러 이런댓글조차 첨 남기네진짜기가찬다진짜,2.0,0
96,17998655,더 배트맨,차 뒤집어진 와중에 걸어오는 패터슨 존잘베트맨의 정석 불과 비와 베트맨 수트의 삼박자 미춋고,10.0,1
97,17998654,"나는 내일, 어제의 너와 만난다",개인적인 경험상 일본 멜로 영화는 스토리소재가 매력적인 반면 미리보기로 보면 엄청 보고싶어지는 막상보면 허무한결말 완급 조절의 실패 등으로 망친 영화가 많다하지만 이 영화는 절대 그렇지 않다 물론 남주가 모든 사실을 알고 여주와 멀어지는 분 정도의 연출이 지루한 감이 있는데 이 부분이 나름 중요 하기도 하고 이후 남주가 깨우치는 코인세탁방 장면부터 울음포인트가 시작되기 때문에 잘 참고 보다보면 가슴 먹먹히 몰려오는 감동을 느낄 수 있을 것이다단 판타지멜로이기 때문에 판타지 요소의 이해가 안 된다면 감동은 커녕 이게무슨 내용이지 하는 딜레마에 빠질 수 있으니 이해가 안되면 되돌려보거나 다시 한번 더 볼 것을 권장한다 내 기준에는 판타지 요소가 심오하거나 어렵게 느껴지진 않은 것 같지만 그렇다고 그냥 멜로는 아니니 평점에 보여지는 것처럼 여성보다 남성 관람객의 선호가 높은 것을 내 주변인들을 봐도 알 수 있으며 이것은 여주가 외모적인 부분이나 이영화에 정말 잘 맞은 배우 한 몫 하지 않았을까 하는 개인적인 생각이 있다한국에서 개봉 했을 때 영화관에서 두번보고 이후 가끔 찐사랑을 느끼고 싶거나 울고싶을 때 몇번 더 찾아서 본 것 같다아무튼 볼 때마다 슬프고 여주가 너무 사랑스럽고 남주가 안타깝고 영화가 끝나면 슬픔에 빠져서 긴 여운을 남기는 그런 영화가 아닌가 싶다,10.0,1
98,17998653,인민을 위해 복무하라,이건 순전히 총체적으로 감독 탓 이 시대 이 배경에 순백의 미제 스타일 웨딩드레스와 레이스 속옷은 무엇 나무로 만든 씽씽카 무엇 이해안되는 전개와 대사 감독 스스로도 이해 못하는걸 배우들에게 알아서 느낌 살리라며 하드케리 강요했을 촬영 현장이 그려진다,2.0,0
99,17998651,화이 : 괴물을 삼킨 아이,감정 과잉 의욕 과다 욕심 과다,6.0,0
100,17998650,더 이퀄라이저 2,화끈하게 터트린것도 아니고 심리전이 있는것도 아니고 어정쩡하게 끝나는데 그래도 볼만은 함,7.0,0
101,17998649,내일의 기억,전 너무 재밌게 잘 봤어요 김강우도 연기를 잘하지만 여주 역시 연기 너무 잘해요 반전의 반전인데 슬프기도 하구요ㅠㅠ,10.0,1
102,17998648,노무현입니다,아플까봐 일부러 피했던 영화보고 싶던 얼굴을 봐서 눈물이 났고마음이 아파 눈물이 났다내 마음속 영원한 대통령 노무현,10.0,1
103,17998646,인민을 위해 복무하라,문재인 정부 아래에선 북남충들 멋지게 나오는 영화 좌좀 운동권 할배들 섹시하게 나오는 영화 좌좀 꼴페미들 이쁘게 나오는 영화 말고는 영화를 아예 안 만드는구나 그저 놀랍다 공중파 장악해서 대깨문으로 싹 깔아놓고 충무로 점령해서 북괴 미화 운동권 미화 좌좀 꼴페미 미화 이런 나라에서 내가 딸을 키워야 하다니 두렵다 두려워,2.0,0
104,17998645,관계의 가나다에 있는 우리는,아카데미 가즈아ㅎㅎㅎ,10.0,1
105,17998644,낙원의 밤,쓰레기영화설명하기도 아까운,1.0,0
106,17998643,베테랑,잼있네어이가 없네ㅡ,10.0,1
107,17998642,더 배트맨,배트맨 특유의 다크한 간지를 잘뽑아내고 조커에 이어서 간만에 영화다운 수작이 나온듯 갠적으로 마블빠지만 마블은 유머도많고 오락적인게 많은데 반해 배트맨은 좀 무겁고 진중한 스타일이라 아마 마블빠들이 보면 호불호갈릴듯,10.0,1
108,17998641,문폴,요세 영화볼게없다 왠만하면 안보는거 추천 잠이 쏟아질정도로 조잡함,1.0,0
109,17998639,2046,중반이 되어 아비정전 해피투게더 중견삼림 화양연화를 연이어 보고 단기 기억력이 좋지 않다면 을 보고 바로 한번 더 봐야 이게 왕가위의 세계관이 구나라며 언발에 오줌 누듯 정도는 느껴지는 듯,10.0,1
110,17998638,관계의 가나다에 있는 우리는,우연히 만난 간만의 힐링감동과 설레임애잔함이 공존하는보석같은 영화였네요마음이 따뜻해지네요,10.0,1
111,17998637,문폴,진짜 기대이하 완전 별로네요 스토리도엉망 모든것리 엉망임,2.0,0
112,17998636,감기,끝까지 참고 보기가 역겨웠다 광주폭동 미화영화삘,1.0,0
113,17998635,유체이탈자,존윅을 꿈꿨는가 그 발뒤꿈치도 못 따라가는 진부하고 허접한 액션과 말도 안되는 이야기 그리고 배우들의 발연기,3.0,0
114,17998634,케이크메이커,섬세한 연기 잘 봤습니다,10.0,1
115,17998633,극장판 주술회전 0,초반에는 리카가 완전 얀데레 구나 싶었는데ㅋㅋ 옷코츠식 순애 잘보고 갑니다,10.0,1
116,17998632,내가 살인범이다,년에 봐도 쫄깃쫄깃 재미있네요,10.0,1
117,17998630,문폴,문재앙 같은 영화 지옥같은 년,4.0,0
118,17998628,"나는 내일, 어제의 너와 만난다",너무나 좋아하는 일본 특유의 감성적인 느낌깔끔하고 적절한 감정선을 이어주는 윌메이다 작품,10.0,1
119,17998627,문폴,이게뭐야,2.0,0
120,17998625,백설공주,자기주도적인 백설공주의 모습이 새로웠다,8.0,1
121,17998624,화이트데이: 부서진 결계,와  짱깨 영환줄지금이 개봉일 잘몬 된거아님 년 아녀,1.0,0
122,17998623,조제,정말 오랜만에 가슴 한곳이 아려오는 영화를 봤네요 배우들 연기하며 스토리내용이 무슨말을 하는지 알것같네요너무 잘 봤어요,10.0,1
123,17998622,완벽한 타인,바람피지 말라   뒷담하지 말라   모르는게 약일 때도 있다,10.0,1
124,17998621,라이언,만나야할 사람은 꼭 만난다,10.0,1
125,17998620,아사코,평점에 거품이 꼈네요,1.0,0
126,17998619,러브 & 드럭스,점점갈수록 깊어지는 영화,10.0,1
127,17998618,싱크홀,감동과 웃음이 공존하는 드라마,10.0,1
128,17998617,스파이더맨: 노 웨이 홈,스파이더맨 이거 아주 최악 민폐 캐릭터네쓸데없는 오지랍으로 주위 피곤하게하는거는 넘버원이네,6.0,0
129,17998616,문폴,솔직히 영화는 신선하고 재밌습니다만 중국이 싫어서 평점 깎습니다,4.0,0
130,17998614,더 배트맨,조명을 정말 잘 썼다 듄의 촬영감독이라니 끄덕끄덕 놀란의 배트맨과는 느낌이 사뭇 다르나 로버트 패틴스의 배트맨도 나쁘지 않다,8.0,1
131,17998613,문폴,그만 좀 파괴해요 롤랜드 감독님,1.0,0
132,17998612,핵소 고지,잔인한장면이좀많이나와서그렇지 인간의신념의크기와무게가 잘그려진 띵작,9.0,1
133,17998611,인민을 위해 복무하라,떡씬에 환장하는 늙다리 아재들아 그냥 포르노를 봐라 어휴 ㅉ 이딴 거 보면서 사랑이니 뭐니 말같지도 않은 소리 떠들지 말고,1.0,0
134,17998609,인민을 위해 복무하라,발연기 배우들 기사에 누군가 발연기라고 악플달면 팬들로부터 그럼 니가해봐 너보단 잘해이런글이 대댓글이 달리는데 이번만큼은 내가 더 잘 할수있겠다 생각할정도였다,4.0,0
135,17998608,맨 인 더 다크 2 ,개인적으로 편 보다 더 재밌었어요,9.0,1
136,17998607,늑대와 춤을,수우족이 된 백인장교의 슬프고 아름다운 이야기이다죄없는 늑대를 장난삼아 총으로 쏴죽이고 아메리카 원주민을 학살하는 서부개척시의 야만적인 미국인들을 잘 표현했다,10.0,1
137,17998606,디 워,년도의 우리나라에서 이 정도 퀄리티면 대단합니다 그 누구도 시작하지 않았으니까요 솔직히 지금도 현재 나오는 영화에서도 여러 가 들어가는 장면을 봐도 티가나요 사실 자본력의 싸움이죠 우리나라 미국처럼 자본력이 있으면 충분히 만듭니다 다만 그것을 시도하고 지원해주는 곳이 없기 때문에 수익을 바라는 기업과 흥행을 원하는 투자자 그리고 제작자,10.0,1
138,17998605,문폴,평점 보고 별 기대없이 봤는데 의외로 재미있어서 놀랐다 수학선생 그런거 보다 몇배 재미있게 봄,10.0,1
139,17998603,맨 인 블랙 2,몇번을 다시봐도 봐도 재밌당,10.0,1
140,17998602,월-E,최고의 애니메이션,10.0,1
141,17998601,스파이더맨: 노 웨이 홈,이번 스파이더맨 진짜 역대급,10.0,1
142,17998599,스파이더맨: 노 웨이 홈,실망시키지않는 마블스파이더맨 종합세트,10.0,1
143,17998600,끝까지 간다,방금 넷플릭스로 봤는데년도에 이런 한국 영화가 있었다니이건 수작을 넘어 명작이다,10.0,1
144,17998598,맨 인 블랙 3,다시봐도 역시 최고다,10.0,1
145,17998597,블러드 레드 스카이,태여나서 처음으로 영화 끝까지 안봤다,1.0,0
146,17998596,도어맨,액션 최고에요 재밋었어요,10.0,1
147,17998595,돈 룩 업,이게 진짜 소행성을 염두에 두고 만든건 아니겠지환경이 서서히 지구를 조여오는데 사탕발림에 넘어갈게 아니라인구감축 소비억제 사막녹화 촉진 등을 이제 전세계적으로 강제해야된다분리수거 잘해서 해결되는 문제가 절대 아님,10.0,1
148,17998594,박열,나는 이제훈과 최희서의 감정선에 눈물을 안 흘릴 수 없었다,10.0,1
149,17998593,노팅 힐,결혼이 사랑의 무덤인 줄 알았는데 여기 노팅힐에서는 아니다 줄리아 로버츠의 미소와 의 절묘한 조화 그녀의 첫 등장부터 레전드였던 영화,10.0,1
150,17998592,키스 오브 드래곤,오래된 영화 지금 봤는데 졸 재밌네요,9.0,1
151,17998591,스파이더맨: 노 웨이 홈,진짜 스파이더맨 팬은 이거 보고 안 울 수가 없다,10.0,1
152,17998590,더 배트맨,이게 진짜 배트맨이다,10.0,1
153,17998589,관계의 가나다에 있는 우리는,지나치게 착하고 바른 영화독립영화 중 이렇게 여주 남주 조연까지 평균 미모가 있는 영화 드물듯 콜트기타 노동자 이야기와 친부모 찾는 입양아 이야기가 주 줄거리로 진행되는데 영화속 영화로 연탄아재가 지금 나오는데 연기력 쩐다 ㅋ 독립영화 힘내라고 별점 하나 추가함,10.0,1
154,17998588,강철비2: 정상회담,문정부의 정책 홍보용 영화 극장가서보고 티비에서도 해서 보고하는데 볼수록 역겨움 영화 판도라보고 정책 방향 정했다면 강철비는 그냥 대통령 옹호 영화 내용도 판도라가 낫다,2.0,0
155,17998587,파인딩 포레스터,요즘 시대에 없는 감동적 작품,10.0,1
156,17998586,인터스텔라,아이맥스에서 보지못한게 통탄스럽네요,10.0,1
157,17998585,인민을 위해 복무하라,이게 뭐야ㅋㅋㅋ진짜 류 금 영화 이상한 정사 장면만 뺀거 같아요 연우진님 연기 잘 한다는거 말곤 봐줄 게 없네요 특히 여배우분 서울예대 마크가 민망하네요 연기 연습 좀 하세요 그리고 내용은 남는 게 하나도 없어요 교훈이라도 좀 남겨줘라줘,2.0,0
158,17998584,마담 싸이코,긴장감보다는 답답하다는 느낌이 많이 들었네요뭔가 많이 빠져있는 듯한 느낌,4.0,0
