,word,label
47,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 49 6 28 31 1 34 191 3 1251 22 21 160 898]",0
48,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3831 7 120 213 126
 205 807 11 19 218 1002 14 595 443 12 206 79 356 109 1 50 66 1039 4]",0
49,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 673 899 3 1573 3 674 661 1
 1140 1319 361 65 11 5 84 2765 21 10 103 737 112 21 3 1 2768 36 25 4]",1
50,"[0 0 0 0 0 0 0 0 0 0 0 0 0 1574 3191 2 1095 343 112 339 19 6 139 333 1141
 12 32 16 630 482 1320 1001 8 102 16 19 185 104 1 62 179 6 758 815 2769 7
 424 25 5 3]",1
51,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 675 7
 3832 6 1252 7 6 18 1 304 3833 45 2 341 17 1986]",0
52,"[0 0 0 0 0 0 0 0 415 464 178 333 18 103 51 333 671 12 32 2 166 438 2 2191
 36 169 233 7 2449 116 57 2 718 142 31 114 6 169 1987 496 2 527 1195 46 1
 1096 76 2 2770 383]",0
53,"[3192 2 3834 344 1461 75 1678 211 39 25 204 539 525 229 628 66 51 62 42
 163 53 19 84 6 870 1000 2 4 11 204 62 42 51 104 34 127 1988 203 1 62 41
 13 21 1003 62 5 313 11 16 19]",1
54,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 33 736 676 21 596 24 4]",1
55,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 13 345 3835 1989 571 329 150 1321 100 6 372 1]",1
56,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 61 407 263 13 20 91 18 12 206 364 1990 21]",0
57,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 277 923 24 571 69 1794 71 1575 78]",1
58,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 816 70 3 79 1576 63 4]",1
59,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 9 2 52 9 2 52]",1
60,"[231 1577 594 373 9 2 52 64 1 39 272 117 292 1 15 30 1679 2 10 1 25 1142 5
 26 292 39 177 497 5 39 177 39 3836 1 39 95 497 5 8 65 117 211 49 1040 21
 6 28 497 3193 4]",1
61,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 24 4 99 326 257 3837 29 18 4]",1
62,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 216 3 79 416 216 5 253 29 18 1]",1
63,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 640 45 597 465 3838 2771 40 465 3 1322]",0
64,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 638 961 2 10 13 118 1390 1391 817 561 515
 17 12 32 118 87 561 2450 3839 17 187 8 1 2772 925 6 11 4 2192 3194 2 40
 344 275 4]",1
65,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 152 454 499 2451 465 198 79 535 7 759
 334 76 6 1800 10 1 1991 719 31 1 84 77 24 13 21 362 5 1143 7 84 94 2193
 3195]",1
66,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 136 1 1097 4]",0
67,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3840
 8 1992 59 33 14 55 4 2773 45 718 20 7 124 3841 738]",0
68,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 161 2774 96 55 640 45 142 31 12 32 355]",0
69,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 480 17
 85 122 6 366 126 166 142 516 2 48 44 1 3 962 26]",1
70,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 180 900 388 693 8 1 84 103 350 11 5 13]",1
71,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 24 8 9 114 111 1993 1994 1 2194 513]",0
72,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 11 5 1995 11 5 292 1996 29 10 40]",1
73,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 41 14 12 4]",1
74,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 417 2 598 433]",1
75,"[0 0 0 281 2 52 80 132 1196 1 3 53 4 110 9 38 110 641 570 21 329 2195 314
 42 276 17 36 3 4 73 144 232 13 27 111 136 33 14 55 79 693 12 32 5 3 53 4
 41 3196 1801]",1
76,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 312 1323 785]",1
77,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 963 61 1 784 662 132 236 1253
 1997 12 32 1 5 6 497 215 46 29 18 1 132 1254 13 4 517 73 92 2775]",1
78,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 235 75 11 26 207 9 8 31 172]",1
79,"[0 0 0 0 0 0 0 0 0 0 0 0 304 400 1578 34 59 1 1462 400 105 295 500 1 87 11
 16 40 39 25 130 3 592 8 629 2 901 1 8 65 3197 901 1 8 3842 1392 82 11 16
 26]",1
80,"[1098 1 547 3 25 5 60 171 20 6 190 17 845 539 135 1 42 288 12 12 32 16 244
 52 204 156 1 510 444 3851 444 331 315 444 64 163 35 5 3200 178 17 474 483
 20 6 213 126 205 1 721]",0
81,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 3852 1192 193 1581 388 1 60 351 259 7 3 53]",0
82,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 63 4 49 233 18 4]",1
83,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 193 787 3853 7 2199 562 614 5 2456 408 1395 902 3854 301]",0
84,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 24 27 79 585 3201 7 501 92 22 27 178 147
 1582 1 94 548 27 14 6 1 11 16 27 678 903 6 1041 1041 466 392 2778 9 2 52
 27]",1
85,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 75 49 2 52 5 8 1583]",0
86,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 332 14 287 926 760 496 1 663]",0
87,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 89 543 3855]",1
88,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 140 2457 3202 8 502 40 240 183 3203 7 4]",1
89,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 739
 17 36 33 759 17 55 1805 1 1800 10 1 156 14 1806]",0
90,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 1 166 1257 1257 33 1578 34
 484 1463 17 36 55 9 1 166 3856 2458 12 638 302 546 47 155 28 9 2 1258]",0
91,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 81 1004 402 2200 61 2 2001 29 10 4]",1
92,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1142 92 9 1 170 43 375 15 248 389 19 222 3204]",1
93,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41
 148 4 148 4 3 128 43 106 3857 872 1005 1006 41 34 41]",0
94,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 563 273
 2002 1 3858 542 30 549 149 1464 3859 347 549 149 2201 449 2]",1
95,"[274 133 73 9 2 393 1142 1325 81 352 2 52 444 232 2 52 73 42 325 143 70 25
 4 1585 43 375 518 2 300 15 81 315 2 643 631 2 3 570 38 846 1681 121 296
 1006 1 211 3 847 52 4]",1
96,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 255 2003 17 66 2004 282 269 557 5 1682 193
 1042 139 28 31 1 129 161 66 820 6 139 109 1 145 35 72 143 60 1093 2005
 2006 1808 23 848 3861]",0
97,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 214 1096 2782 1397 2782]",0
98,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2783 8
 6 2 10 1 6 2 3862 8 570 1 170 43 20 5 45]",0
99,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 15 24 8 30 22 27
 2784 6 14 30 300 119 14 15 30 238 238 131 518 34 6 644 157]",1
100,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1326 3863 40 3 9 2 52
 40 485 456 175 503 2 132 2205 175 503 4 61 3208 1252 7 614 1466]",1
101,"[1586 2460 1008 1467 1683 8 104 1 3 1586 1037 1811 965 8 104 1 3 49 2 1 3
 1676 28 335 1812 1813 4 3209 1587 3210 68 152 2461 1197 316 2 68 927 2460
 1008 927 1586 1037 1811 927 196 61 694 345 4]",0
102,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 2785 850]",1
103,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 371 3 613 34 6 722]",0
104,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 113 10 18 2786]",1
105,"[0 247 149 499 167 7 1798 30 2 626 299 20 3 822 442 353 50 1398 17 289
 1468 289 5 1198 6 77 2 645 17 36 8 77 5 170 51 5 1099 2 3211 7 557 65
 1469 289 1468 9 38 646 1199 50]",1
106,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 43
 8 18 4 2007 38 28 9 1 39 151 811 80 1814 45]",0
107,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 454 31 1399 301 301 9 2 11 12 32 188
 9 2 1007 42 314 158 2787 844 196 93 2462 1400 2463 1815 50 80 1 349 12 1
 50]",1
108,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1327 1799
 536 48 3864 45 3212 1 3865 25 5 3 53 26 132 279 47 12 26]",1
109,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 41 58 1191 297 163 26 33 6 1816 186 376 1816 100]",0
110,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 99 2 9 34 3866 4 3213 927 3]",0
111,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 542 1999 660
 6 109 1328 1 640 2 1147 7 62 49 6 28 31 1 105 35 966]",0
112,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1100 7 14 30 22]",1
113,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 277 1
 873 297 357 52 13 21 69 967 3214 502 851 30 9 2 874]",1
114,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 150 90 26]",1
115,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 823 1817 25 5 3 1588 25 5]",0
116,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 394 11
 1 379 499 276 17 36 60 1200 2 1589 7 875 1 1684 84]",1
117,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 158 117]",0
118,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 3839 17 36 2464 220 3867 4]",1
119,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1038 2207 94 146 365 30 108 39 504]",0
120,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 180 240 7 572 1
 3 22 26 35 14 93 33 85 49 164 72 25 26 15 30 22 27]",1
121,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1145 12 49 65 116 1 8 1401 6 10 4]",1
122,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 664 46 56 5 134]",1
123,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 97 2465 26]",0
124,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 736 586 390 12 1 3]",1
125,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 48 471 3212 1 264]",1
