,word,label
22,"[0 0 0 0 0 0 0 0 0 0 57 3110 2612 430 9 705 13 2267 111 974 1 2613 21 1814
 2612 384 19 320 1814 1814 2612 430 64 378 2 5 75 21 1814 2612 24 3 430 23
 329 37 10 17 241 21]",1
23,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 2268 1 77 70 26 16 36]",1
24,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 174 130 201 8 13 543 4]",0
25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 254
 1416 300 82 20 2 29 34 86 1 70 139 37 22 15 7]",0
26,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 35 26 37]",1
27,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 404 446 13 2 322 729 10 571 60 7 55
 17 295 1 235 17 48 3111 33 7 24 9 295 13 2614 4 8 1 15 7 220]",1
28,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 47 1332 2008 2 5 2 44 49 15 63 113 113]",1
29,"[6 41 10 310 15 7 210 28 975 2 79 1815 32 6 16 34 14 86 927 85 25 46 7 210
 14 1051 168 1151 16 122 57 6 16 13 25 46 11 500 8 1 656 3113 11 1333 13
 18 1816 16 63 3114]",0
30,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86 1 1417 173
 20 50 18 114 21 20 4 303 2 43 249 12 1817 10 1 4 8]",0
31,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 832 72 304 64 191 96]",0
32,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 554 3 262 1 2009 27 3 2269 1152]",0
33,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 45 1211 2 43 118 199 23 1547 311 1211
 2 43 13 1547 82 231 14 305 5 74 31 1 120 24 23 2010 18 27 4 8 1 15 36]",1
34,"[0 0 0 0 0 0 2615 976 23 6 659 34 204 141 6 84 70 26 11 25 46 7 437 1 324
 1 142 141 85 109 53 2 18 2 44 49 4 25 46 7 141 6 5 141 6 37 14 35 26 7]",1
35,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 833 30 379 4 35 54 78
 3 8 1 7 304 864 14 22 5 1052 158 26 2011 7 304 94 94]",1
36,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 32 2270 56 229 10 144 380 1334 24 641 14 119 60]",1
37,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1674
 6 16 65 9 9 38 23 204 14 572 13 48 10 33 7]",0
38,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 5 99 465 186 6 865]",1
39,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1153 1 275 13 25
 17 8 255 832 12 15 122 192 157 1 587 37 2012 1212 15 122 1548]",1
40,"[68 1676 432 3 96 13 2 29 122 2 4 532 1 139 4 7 1419 31 32 4 2616 184 16
 13 48 14 22 40 48 683 11 174 130 472 1 7 37 1677 137 98 28 2 4 682 14 88
 1 26 16 7]",0
41,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 138 10 74 31 1 3 121]",1
42,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 104 45
 88 9 433 46 11 1011 1 24 191 642 12 3116 1 33 7]",1
43,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1156 3 182 2617 136 1 77]",0
44,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1336 100 2013 15 122 247 589 61 56 8 23 133 28 2014]",0
45,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 434 10 149 12 139 49 6 5
 188 10 57 10 424 2 52 144 14 307 8 1 142 188 10 57 3117 95]",0
46,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2618 24
 117 4 2619 1 77 53 11 19 40 115 11 515 13 661 52]",0
47,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 14
 57 27 4 41 247 8 1678 30 6 16 34 86 236 194 43]",0
48,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2620 2 3 168 501 221 32 3 26
 36 290 1053 38 103 533 133 2 20 314 118 256 163 133 2 4 73 1 7]",0
49,"[0 0 0 0 0 0 0 0 0 24 4 757 1012 8 64 1420 8 776 23 502 4 1213 1419 438 1
 77 26 11 128 13 1547 34 22 68 866 13 145 2 34 1 8 4 51 2273 9 1 3 25 46 7]",1
50,"[1818 9 2621 10 2 5 414 707 374 19 1 145 71 16 36 12 14 188 10 349 503 20
 50 16 504 544 1819 615 1092 2 18 139 16 36 200 12 71 4 728 14 730 30 889
 2274 2 3 431 46 11 8]",1
51,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 684 2 3 3118 14 1093 2
 3 14 33 4 373 9 2 43 13 2 5 396 31 32 127 21 49 60]",0
52,"[50 5 86 230 263 5 2622 1 3 213 10 103 268 2 3 20 14 119 82 5 731 231 27
 160 14 10 37 213 978 21 224 5 835 225 1054 1 2015 2 17 98 4 385 1421 2
 111 5 24 10 17 164]",0
53,"[30 24 3 777 2623 72 1 121 70 296 30 1 15 36 128 14 2016 5 7 26 227 121 1
 1820 68 70 928 253 24 92 12 304 4 121 12 189 79 3 90 1 15 34 505 1094 121
 11 376 26 16 36]",1
54,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 58 10 756 573 32 10 34 242 1 158 87 7]",1
55,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 61
 15 397 12 1095 616 6 165 1337 1 43 12 14 506 22 4]",1
56,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 102 10 423 10 276 15
 24 103 24 28 135 10 33 20 2017 70 1157 3 2275 71 17 98 979 15]",0
57,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24
 4 348 187 555 24 59 616 113 113 2265 112 1821 2 52]",1
58,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 929 32 6 3 8 118 1338 1055]",1
59,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 6 5 75 42 6 5 75 42]",1
60,"[4 25 46 37 1096 11 1680 62 10 1680 3 67 197 681 11 67 197 7 1097 67 1
 3120 144 4 1680 3 67 1 124 681 11 25 1 61 77 89 264 69 13 2 659 34 24 14
 430 57 681 21 1680 7]",1
61,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 92 37 87 7 156 3121 80 335 13 1822 17 1823 7]",1
62,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 399 8 118 1049 617 399 11 48 33 4]",1
63,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 778 2 43 685 49 3122 65 643 9]",0
64,"[980 1214 13 2 5 22 15 161 25 12 1014 45 837 9 662 10 31 1 20 50 161 132
 837 9 2624 13 31 32 245 2 18 2 4 2625 868 14 26 7 3 2019 98 2 5 2 65 51
 375 1 194 7]",1
65,"[0 0 0 0 0 0 591 838 525 9 118 199 534 2 3 833 1550 23 291 111 14 2626 22
 4 2276 30 708 27 4 128 19 1 115 37 59 473 11 105 1015 1015 2 3 128 19 1
 185 21 151 17 2627]",1
66,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 179 4 1681 15 7]",0
67,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3123 2 18
 1824 91 58 38 88 7 2628 2 43 731 28 85 25 3 618]",0
68,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 217 9
 2277 110 45 88 9 778 2 43 32 231 1 27 20 50 400]",0
69,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 541 31
 125 137 14 488 230 231 312 5 74 13 49 4 51 1411 63 95]",1
70,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 136 381 386 39]",1
71,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238 12 1016
 47 445 12 309 18 2 4 128 1 68 440 26 11 86 1 15 42]",1
72,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 87 18 6 7 10 149 12 2278 1825 4 1826 1422]",0
73,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 26 11 2629 140 26 11 384 23 398 17 48 22 65 86]",1
74,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 92 37 90 38 10 807 52]",1
75,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 526 3124 285 6 211 2 82 7 644 545 63]",1
76,"[13 981 4 8 1 15 7 55 12 6 56 55 839 300 34 12 6 211 70 367 31 1 3 8 1 7
 109 202 266 15 39 149 32 38 88 19 118 557 199 309 20 50 11 8 1 15 7 90 94
 485]",1
77,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 366 51 1158 10 203 503 3 25 13]",1
78,"[0 0 0 0 0 0 1159 102 21 2 4 926 439 3 178 12 1682 3 163 12 189 3 1339 13
 2279 2 20 50 4 25 11 24 14 681 21 2 17 48 33 4 178 45 13 1160 15 241 109
 141 6 1423]",1
79,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 779 779 2 84 26 63 2 84 273 6 18 27 95]",1
80,"[4 1424 19 12 553 23 1274 68 138 23 368 21 455 4 132 1 26 16 65 67 46 150
 158 191 8 19 45 391 18 732 19 5 663 4 25 1 61 77 23 3125 32 663 4 25 1
 432 68 26 16 62]",1
81,"[891 546 237 4 70 305 37 20 20 50 16 258 75 227 219 4 164 2 489 1100 489
 982 20 153 489 93 265 1 40 174 130 66 19 11 2283 228 31 1 527 242 28 32
 14 524 758 645 221 32 4 710]",0
82,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 23 1154 21
 78 3 2285 13 445 2 4 96 9 426 321 2 3 8 1 15 42]",0
83,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1055 69 1 268 33 7]",1
84,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 78
 3 182 19 9 983 10 3129 2 3 144 11 892 13 190]",0
85,"[0 0 0 35 59 39 2026 187 2632 893 39 449 141 6 16 39 228 1 176 18 1216 4
 185 119 16 39 38 14 144 4 26 16 39 1276 45 9 533 338 14 449 467 32 1 380
 3130 158 6 5 75 39]",1
86,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 687 84 10 69 2 5 75 11 25 1 89 1 99]",0
87,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 416 781 23 711 21 224 4 339 339]",0
88,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 159 646]",1
89,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 23 417 9 25 32 184 37
 1098 3 3131 18 688 21 10 65 51 9 308 249 2633 2 3 1 7]",1
90,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 894 31 1 3 58 64
 833 1550 31 88 13 2286 2 4 2626 22 4 219 19 45 38 9 2287]",0
91,"[0 0 0 0 0 0 0 0 0 0 6 4 230 1426 12 1426 58 12 1274 41 619 2 3 1552 31 1
 3 88 19 6 4 230 103 830 248 20 144 601 3 382 1 647 2 44 385 210 57 6 5
 1427]",0
92,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 123
 930 324 1 322 1056 21 102 5 2634 21 102 17 48 22 7]",1
93,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1096 487 56 141 6 34 6 17 98 427 35 3132 293 9 3133]",1
94,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 196
 7 196 7 105 241 1 380 1057 1058 1341 592 63 166 7 90]",0
95,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 487 21 20
 3 2635 12 4 3134 9 1428 479 45 350 64 895 3135 9 5]",1
96,"[98 298 109 70 329 76 6 3 25 46 7 1431 6 17 98 427 306 5 44 49 10 35 123
 153 5 1060 10 448 5 8 10 300 56 870 12 309 68 173 3 370 13 592 4 264 8 10
 61 106 75 7]",1
97,"[383 1 331 12 9 885 64 11 324 2293 30 78 3 324 188 57 27 4 177 64 217 104
 841 14 188 133 2 4 463 66 19 117 101 76 96 447 1687 2638 533 136 1829 2
 29 13 1018 1 401 21 20 60]",0
98,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 259 2639 1688 2639]",0
99,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2640 2 18 328 3 25 14 61 5 1
 22 4 25 14 61 5 3138 2 18 300 34 174 130 6 17 28 11 317]",0
100,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 144 3 35 59 18 54 6 16 39 38 23 54 2 40
 434 169 38 35 54 2 464 286 9 286 1 99 306 41 14 2 759 94 94]",1
101,"[0 0 0 0 0 0 0 0 0 0 37 1019 559 6 37 1432 1689 29 65 8 6 5 75 65 574 13 6
 76 207 1 24 16 5 178 1 628 37 207 1 24 16 7 24 9 2294 1093 2 3 664 1433]",1
102,"[738 18 71 4 8 69 5 4 8 23 1676 57 78 24 498 931 7 3139 2 79 32 3140 1435
 37 277 5 2 79 1062 2029 1061 1062 100 2641 1062 105 395 47 102 10 808 13
 1436 234 2 397 2031 7 2031 21]",0
103,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 2295 10 167 760]",1
104,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 41 14 194 3]",0
105,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 2642 63 1437 10 33 63 339]",1
106,"[3 472 1 71 3 73 1690 31 32 490 1554 40 490 11 1342 14 115 5 739 31 1 3 25
 1 115 227 1810 44 72 11 100 620 5 3141 2 3 885 1 77 1831 3142 19 1 6 56
 701 2643 932 17 73]",1
107,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 491 7 2032
 2 56 1151 4 25 209 974 1 3143 17 547 14 30 1832 2 43]",0
108,"[0 0 0 0 838 1 27 21 37 350 70 2644 23 21 6 5 1 26 20 50 214 13 6 5 896 85
 109 70 6 211 116 1 3144 9 869 1 457 1 1687 12 3145 1438 73 162 4 114 21
 20 4 73]",1
109,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1218 398 3 316 28 9 897 74 45 1555 410
 284 779 2 43 1 3146 2 4 3147 46 11 8 1 15 63 95 178 1 359 2 44 20 62]",1
110,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 90 3148 360 296 95 712 322 25 136]",0
111,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 156 80 203 5 6 41 10 933 15 7]",0
112,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1691 15 680 51 14 133 1103
 4 778 2 5 1219 2 3 121 45 69 14 57 27 4 138 140 66 19 9 1104]",0
113,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1343 2 3 38 54 6 16 42]",1
114,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 348 12 4 1162
 10 360 418 24 75 15 34 148 1344 2645 54 6 5 10 492 84 7]",1
115,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 154 12 6 165 302 338 22 62]",1
116,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 3149 46 11 8 1556 46 11 154]",0
117,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 458 147 4 442 525 9
 367 31 1 3 586 2 5 1439 2 3 898 13 543 21 49 4 128]",1
118,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 116 1 89 1 170]",0
119,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 182 31 1 3 9 279 1 432 15 7]",1
120,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 92 37 1336 1 237 54 3150 154 37]",0
121,"[0 0 0 0 0 0 0 0 0 0 83 238 12 308 2646 1 37 136 21 92 4 8 23 6 16 62 66
 19 38 2 120 58 125 1 307 69 13 2 205 101 17 25 46 63 95 35 54 6 16 39]",1
122,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 69
 37 2 20 69 37 119 4 18 1105 1 17 98 14 22 7]",1
123,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 398 211 2 17 81 11 180 398 60]",1
124,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 134 12 2033 1 1209 15 62]",0
125,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 756 10 934 358 21 20 4 8]",1
